organ,protein_seqid,kadrc_mean,kadrc_std
Organismal,3363-31,4.583101758,0.25021167
Organismal,11659-31,3.428448824,0.287467266
Organismal,10647-18,3.04970801,0.08600264
Organismal,14095-1,2.530348932,0.104133644
Organismal,18340-2,2.966126266,0.169056692
Organismal,5033-27,3.04902404,0.147808498
Organismal,8088-56,2.35459143,0.16800515
Organismal,18376-19,2.984424425,0.237924301
Organismal,11192-168,3.490778301,0.103844798
Organismal,13434-172,3.118477892,0.117491718
Organismal,13479-8,2.974813304,0.083900802
Organismal,17224-12,3.495597464,0.147912793
Organismal,6584-1,2.253883806,0.140759663
Organismal,2816-50,2.920541695,0.104255343
Organismal,9877-28,3.044418284,0.177231525
Organismal,9168-31,2.797339605,0.122810179
Organismal,8837-8,2.703239579,0.115382413
Organismal,8907-11,3.672897928,0.148684127
Organismal,7947-19,2.61796298,0.095100677
Organismal,3421-54,3.366792757,0.076857241
Organismal,11476-43,3.258626105,0.156851897
Organismal,14331-262,2.796500435,0.119451695
Organismal,12564-9,3.022708374,0.161631855
Organismal,9532-5,2.896813755,0.159917368
Organismal,6929-10,2.422666374,0.192771775
Organismal,12763-69,3.186955483,0.072752351
Organismal,18909-11,2.704892899,0.128702424
Organismal,11375-49,2.626340204,0.125600165
Organismal,13947-371,3.100150367,0.097248427
Organismal,2475-1,4.21840701,0.138285275
Organismal,7628-40,3.31479713,0.146956033
Organismal,8946-38,2.927141403,0.057916035
Organismal,8013-9,3.169951779,0.146572367
Organismal,19230-12,2.594695246,0.127507647
Organismal,4566-24,2.394113323,0.080118834
Organismal,11571-75,3.222034986,0.098533284
Organismal,16312-45,2.86586368,0.131911207
Organismal,17450-51,4.169155132,0.218508516
Organismal,6284-7,3.51736918,0.187252403
Organismal,2677-1,4.119520062,0.067741791
Organismal,6932-42,3.303542946,0.072039263
Organismal,11429-80,3.074317023,0.112330444
Organismal,13565-2,3.035526423,0.136886353
Organismal,6563-78,3.32316831,0.101107695
Organismal,10748-216,2.794915943,0.122833255
Organismal,14099-20,2.646792504,0.156759146
Organismal,14631-22,2.710628451,0.127564731
Organismal,15387-44,4.359441282,0.060157566
Organismal,9773-15,2.530054699,0.128497569
Organismal,9942-2,3.008662933,0.133182516
Organismal,16308-14,3.234050484,0.116439059
Organismal,17818-22,4.197791178,0.166484932
Organismal,5748-20,2.873646069,0.123874892
Organismal,10832-24,3.002865385,0.103626012
Organismal,16754-40,3.046893381,0.097289593
Organismal,11201-19,2.30806489,0.108679844
Organismal,2524-56,3.922080494,0.251571859
Organismal,12740-55,2.604411645,0.11563436
Organismal,2946-52,4.647865098,0.0901673
Organismal,14019-73,2.981613317,0.099458725
Organismal,15300-66,3.229126908,0.096287087
Organismal,6625-31,2.643069482,0.145955
Organismal,5463-22,3.919581242,0.120595723
Organismal,8654-13,2.923063278,0.089670454
Organismal,9573-108,2.124639018,0.097942625
Organismal,5752-63,2.505155646,0.071326246
Organismal,8887-21,3.709160963,0.114339271
Organismal,11347-9,4.087543606,0.121953913
Organismal,10852-114,3.909636335,0.251512558
Organismal,19257-11,3.428268297,0.162907713
Organismal,9838-4,2.924499966,0.087858596
Organismal,18931-40,3.393446621,0.138086421
Organismal,12616-45,2.990523092,0.113699702
Organismal,15553-22,2.776026339,0.114247076
Organismal,16847-39,2.64416375,0.11745051
Organismal,14157-21,3.314841049,0.145462773
Organismal,7071-23,3.363946358,0.053791559
Organismal,6383-90,3.941413604,0.119111709
Organismal,7786-83,2.874901044,0.117349851
Organismal,8840-61,4.378078819,0.062595259
Organismal,17683-2,2.92101029,0.107653742
Organismal,5728-60,3.497607621,0.198008184
Organismal,17736-105,2.937312237,0.095487064
Organismal,15497-9,3.034707798,0.066135309
Organismal,9197-4,3.078658407,0.106773222
Organismal,9745-20,2.867575028,0.136100564
Organismal,13658-31,2.909725863,0.231819815
Organismal,11692-21,2.818210369,0.085867342
Organismal,3890-8,3.530408823,0.113451463
Organismal,4437-56,3.672005518,0.092977366
Organismal,8045-3,2.43094,0.152855721
Organismal,7185-29,4.162767505,0.128763747
Organismal,11279-42,2.673850836,0.137132811
Organismal,19295-32,4.039904582,0.277520868
Organismal,9918-23,3.176838293,0.100044519
Organismal,5029-3,2.917093224,0.083174076
Organismal,10916-44,3.601958969,0.1414309
Organismal,10809-14,2.535083053,0.141290764
Organismal,15324-58,3.789541097,0.340668746
Organismal,7930-3,2.852746781,0.067151941
Organismal,9341-1,3.377746396,0.131329966
Organismal,7857-22,3.447084669,0.334530473
Organismal,9884-8,1.997738217,0.12544123
Organismal,10418-36,3.298010921,0.125792207
Organismal,9864-38,3.686461119,0.334645715
Organismal,14229-5,3.414044364,0.118470345
Organismal,9742-59,3.720548593,0.277476851
Organismal,5002-76,2.675653347,0.200666581
Organismal,11513-92,2.694211396,0.092591086
Organismal,14008-22,2.766349601,0.133647923
Organismal,9370-69,3.420738806,0.104538163
Organismal,12689-56,4.098098819,0.300048033
Organismal,4284-18,2.615332882,0.144625769
Organismal,12687-2,3.505824997,0.250063061
Organismal,18285-6,2.923626843,0.102527426
Organismal,7948-129,2.985873563,0.100502213
Organismal,19293-6,4.067773644,0.13560496
Organismal,5109-24,2.652363634,0.092914826
Organismal,13654-1,2.833889268,0.216431771
Organismal,5610-32,2.225594644,0.144257996
Organismal,12497-29,3.706883867,0.134136734
Organismal,12790-10,2.768176168,0.116241125
Organismal,13403-5,2.452693769,0.095159692
Organismal,14332-3,3.105802345,0.176454787
Organismal,15346-31,2.649005272,0.137086758
Organismal,15365-41,2.690791797,0.093581285
Organismal,14006-36,3.185621374,0.08856755
Organismal,4179-57,4.496407119,0.103060654
Organismal,2864-2,2.456203608,0.072900127
Organismal,10638-1,2.092919941,0.127696291
Organismal,9585-80,2.734816205,0.091971747
Organismal,16558-2,3.431164518,0.116639437
Organismal,8803-61,2.982770031,0.072255788
Organismal,3459-49,3.421003086,0.166908751
Organismal,5238-26,2.802708459,0.133157598
Organismal,8975-26,2.930755777,0.13260393
Organismal,11590-5,2.876387353,0.184752254
Organismal,17391-10,2.680282312,0.161947748
Organismal,17698-15,2.743831097,0.15103505
Organismal,9075-121,2.572304827,0.075005284
Organismal,9751-72,3.087706275,0.181940979
Organismal,7922-5,2.752692741,0.132175498
Organismal,8055-33,2.457832788,0.096418865
Organismal,12329-21,2.436806417,0.120420407
Organismal,19141-22,2.778933539,0.330392177
Organismal,4562-1,4.126515314,0.241046815
Organismal,9111-40,2.842075018,0.085242547
Organismal,10346-5,3.750857623,0.184340483
Organismal,2975-19,2.997602053,0.151465717
Organismal,15467-10,4.669828788,0.104544733
Organismal,9963-19,3.134987369,0.110636192
Organismal,12385-4,3.427583052,0.137150963
Organismal,13984-23,2.681088439,0.092345642
Organismal,18213-30,2.568063789,0.091327351
Organismal,5062-60,3.130986106,0.095212289
Organismal,13985-12,2.782330994,0.088734512
Organismal,12417-46,2.99392934,0.061798558
Organismal,13518-5,3.313433942,0.221279131
Organismal,8222-49,2.765316679,0.127425378
Organismal,13629-25,3.288467448,0.368868317
Organismal,3033-57,2.728919734,0.144633615
Organismal,3045-72,4.09146064,0.173626019
Organismal,11112-18,2.383757616,0.110186366
Organismal,13104-32,3.028927454,0.085235331
Organismal,8960-3,2.875332287,0.149130186
Organismal,9444-70,2.780633856,0.148521284
Organismal,8249-124,3.101561537,0.140812833
Organismal,19127-1,4.072853514,0.15183949
Organismal,6260-14,4.29299924,0.096637052
Organismal,12617-2,4.099296765,0.278077589
Organismal,13602-6,2.890878702,0.21271252
Organismal,9522-3,3.390295336,0.138375911
Organismal,14674-63,2.287104578,0.128455936
Organismal,8945-7,2.623944049,0.15890014
Organismal,12350-86,3.19069495,0.111275429
Organismal,7986-98,3.203651452,0.145186632
Organismal,5598-3,3.6843837,0.09863388
Organismal,8804-39,1.899865527,0.107712331
Organismal,19196-73,3.143862587,0.152165573
Organismal,5679-16,2.570892068,0.086100811
Organismal,2602-2,3.796583301,0.191562184
Organismal,17345-12,2.989803775,0.218516982
Organismal,14052-26,2.568460447,0.106723216
Organismal,10006-25,2.80466219,0.127774253
Organismal,6433-57,3.173633939,0.081055646
Organismal,13620-10,2.596666943,0.133774583
Organismal,9058-1,2.130487405,0.080534601
Organismal,9061-3,2.753714947,0.081673753
Organismal,12731-12,2.236442329,0.11097941
Organismal,5660-51,3.775241013,0.170790878
Organismal,6933-20,2.930534598,0.07500448
Organismal,19215-7,3.12187337,0.181879499
Organismal,7993-23,2.598661659,0.113452343
Organismal,19271-64,2.778647837,0.132877036
Organismal,4721-54,3.891680562,0.181131877
Organismal,11615-16,4.118671128,0.305129894
Organismal,6561-77,3.227124264,0.106266775
Organismal,8272-22,2.727879626,0.105804653
Organismal,15299-102,3.606459104,0.13085274
Organismal,18386-36,3.078191888,0.090664645
Organismal,12665-16,2.679159982,0.121404698
Organismal,13388-57,3.253049029,0.097340018
Organismal,6550-4,3.040931066,0.139587689
Organismal,7825-7,2.777830112,0.068474762
Organismal,10370-21,2.633211046,0.211664406
Organismal,19623-26,2.994245373,0.126999248
Organismal,5763-67,2.707783911,0.150546382
Organismal,9874-28,3.023163456,0.113258254
Organismal,5021-13,3.224019304,0.126390034
Organismal,9984-12,2.826095806,0.09637804
Organismal,9986-14,3.552117655,0.349090021
Organismal,13583-19,3.224693882,0.142776744
Organismal,11320-29,3.006815009,0.052554647
Organismal,7625-27,2.927774831,0.079329311
Organismal,17836-17,3.38548168,0.086403646
Organismal,9340-17,2.913040971,0.126923942
Organismal,8099-42,3.964849631,0.170461264
Organismal,19602-36,2.568444887,0.119435794
Organismal,17694-32,3.109400053,0.178978438
Organismal,13604-27,3.119311434,0.065681241
Organismal,11177-16,3.26582784,0.12039574
Organismal,11543-84,2.913483087,0.101542832
Organismal,19263-147,4.511982947,0.178289312
Organismal,10761-5,2.744194795,0.068115651
Organismal,13937-75,3.307576162,0.145309592
Organismal,4249-64,4.017615319,0.253689469
Organismal,5837-49,3.334385486,0.102930217
Organismal,8074-32,2.599487934,0.263922764
Organismal,3082-9,2.485241231,0.139306914
Organismal,17151-84,3.660462896,0.213535274
Organismal,11205-10,3.646793108,0.237276305
Organismal,11155-16,2.487098142,0.129216912
Organismal,8097-77,3.398616755,0.128301933
Organismal,13126-52,3.092806916,0.109849807
Organismal,13939-14,2.744973787,0.125426649
Organismal,10561-5,2.83720848,0.129482073
Organismal,17785-11,3.111586861,0.078719457
Organismal,2333-72,3.096665187,0.101634286
Organismal,2516-57,3.599069977,0.128025284
Organismal,2878-66,2.782490431,0.080664722
Organismal,17747-45,3.308204249,0.12662744
Organismal,19364-163,2.76277363,0.31101233
Organismal,15434-5,2.569855566,0.12240642
Organismal,3166-92,3.284969041,0.206586996
Organismal,19124-9,3.411189479,0.241909202
Organismal,18337-4,2.839897429,0.25486287
Organismal,3891-56,2.591347885,0.103863355
Organismal,4916-2,3.246957233,0.600613004
Organismal,17786-5,2.639347906,0.100180349
Organismal,9416-77,3.995696002,0.099514186
Organismal,14618-26,3.280872598,0.13366225
Organismal,8843-34,3.062176442,0.10535496
Organismal,8337-65,3.411254935,0.13047677
Organismal,13704-5,2.487453982,0.140635918
Organismal,8565-160,3.161735347,0.25087942
Organismal,17449-23,2.87114502,0.082120162
Organismal,13497-34,3.254103427,0.135255782
Organismal,3292-75,3.690780438,0.135194484
Organismal,12987-12,3.336966089,0.138532156
Organismal,12988-49,3.463236699,0.165294171
Organismal,13113-7,2.843628683,0.144533809
Organismal,19161-1,4.044591569,0.206719868
Organismal,18881-7,3.438617201,0.188222474
Organismal,19562-8,2.760076524,0.088770085
Organismal,19601-15,3.569022354,0.160984367
Organismal,2783-18,3.236631981,0.133805289
Organismal,5265-12,2.386500897,0.142935198
Organismal,12864-9,3.139559838,0.112717684
Organismal,18284-77,3.131170272,0.20057622
Organismal,3194-36,3.635477143,0.171863569
Organismal,4234-8,3.488551205,0.17782212
Organismal,5843-60,3.248150715,0.175069799
Organismal,5909-51,3.238537993,0.171822642
Organismal,11459-81,3.13157085,0.063432638
Organismal,5803-24,3.80325827,0.24762258
Organismal,16015-19,3.894483899,0.122151194
Organismal,19199-3,2.727203468,0.079679098
Organismal,17326-44,2.464798997,0.098563035
Organismal,3795-6,2.782367636,0.258739617
Organismal,12813-18,2.994516756,0.099112329
Organismal,6921-24,2.906089961,0.090747853
Organismal,7048-4,2.757876981,0.101790024
Organismal,7945-10,4.001661634,0.117413211
Organismal,8786-6,2.592985026,0.157196731
Organismal,19142-39,2.689641867,0.109654344
Organismal,19289-29,3.412905075,0.204258349
Organismal,4560-34,2.712280108,0.139566638
Organismal,15336-7,4.184457891,0.114248875
Organismal,10758-2,3.311844894,0.089132643
Organismal,6210-100,2.771009961,0.095338169
Organismal,12427-8,3.624364526,0.07353134
Organismal,5637-81,3.04279429,0.108820021
Organismal,7221-56,2.661174414,0.111855334
Organismal,10885-36,3.111101155,0.073368813
Organismal,3485-28,3.382645893,0.142168852
Organismal,9850-38,2.828576447,0.084232842
Organismal,3432-21,2.140170864,0.116279393
Organismal,15418-25,2.867320298,0.225880443
Organismal,5032-64,2.766906805,0.075594911
Organismal,4292-5,3.357226045,0.24184254
Organismal,4141-79,2.942206631,0.159722064
Organismal,3898-5,2.816155859,0.086560509
Organismal,6103-70,2.847001049,0.127115062
Organismal,9753-17,3.861905781,0.122385803
Organismal,10700-10,2.679523331,0.430639855
Organismal,16867-76,2.9523936,0.105508769
Organismal,18837-9,2.680513036,0.108215857
Organismal,7956-11,3.358511375,0.455925789
Organismal,12652-37,3.056283046,0.189384401
Organismal,13078-3,3.473551496,0.069820728
Organismal,2997-8,3.704909271,0.082248083
Organismal,9865-40,2.357837197,0.146823442
Organismal,2911-27,3.165673948,0.114596581
Organismal,4496-60,3.102758939,0.217040987
Organismal,5346-24,4.113558088,0.299911439
Organismal,5888-29,3.742602855,0.195808528
Organismal,13967-14,3.38593833,0.11315152
Organismal,5632-6,3.320041293,0.132008547
Organismal,9713-67,3.883275237,0.199538535
Organismal,7137-8,2.627855001,0.128540333
Organismal,11926-23,3.512268316,0.149194344
Organismal,11911-13,2.24752998,0.116047564
Organismal,8872-1,2.62724223,0.09138778
Organismal,2683-1,4.350607378,0.223613579
Organismal,5451-1,4.058135304,0.062609781
Organismal,6473-55,2.89142348,0.093554537
Organismal,12368-18,2.620497865,0.108895268
Organismal,9848-22,2.727450332,0.151145258
Organismal,9783-75,2.961863932,0.079140684
Organismal,18339-207,3.255017332,0.086783419
Organismal,7089-42,2.567142174,0.088451806
Organismal,8839-4,2.635563397,0.122035403
Organismal,13554-78,2.859234499,0.113583946
Organismal,5103-30,2.877029546,0.106563308
Organismal,7880-9,3.384555881,0.126704406
Organismal,17176-13,4.129220833,0.200976132
Organismal,13597-20,2.812345321,0.218589826
Organismal,4909-68,2.231442387,0.099204214
Organismal,9170-24,2.575556654,0.09728588
Organismal,10363-13,3.580665321,0.123592895
Organismal,11910-27,2.537000727,0.151350488
Organismal,12381-26,3.404941396,0.150090822
Organismal,15580-2,2.87733064,0.094390991
Organismal,9925-56,2.74634372,0.115099572
Organismal,5727-35,2.656430347,0.112216032
Organismal,14013-11,2.861460831,0.189393547
Organismal,2480-58,4.124328063,0.215700581
Organismal,13536-56,2.449361804,0.084367682
Organismal,3519-3,2.63678411,0.132323956
Organismal,17164-15,3.031559589,0.18617626
Organismal,12702-13,2.873580815,0.165924518
Organismal,5885-55,3.375564,0.331966178
Organismal,6641-60,2.946151281,0.147566293
Organismal,10551-7,3.176826437,0.431873147
Organismal,6504-65,2.472352168,0.123716798
Organismal,9550-153,2.395110961,0.123583056
Organismal,11157-35,3.321686331,0.05707431
Organismal,12571-14,2.755423301,0.138968962
Organismal,12630-8,3.127004226,0.137294275
Organismal,3172-28,3.184535122,0.141424861
Organismal,7219-152,2.656569308,0.123200805
Organismal,6930-95,2.838336638,0.087182368
Organismal,9511-61,3.097012343,0.236102702
Organismal,6897-38,2.651250099,0.115332282
Organismal,7231-37,2.724168129,0.066154981
Organismal,10008-43,2.682414091,0.119359124
Organismal,8303-102,3.233976883,0.234257865
Organismal,6997-32,3.241874166,0.12171544
Organismal,19249-18,3.810201697,0.230464616
Organismal,7921-65,3.180130334,0.111916959
Organismal,8265-225,3.457157213,0.258571824
Organismal,12651-21,2.685474994,0.116644566
Organismal,17319-1,2.671385297,0.096908926
Organismal,6382-17,3.408569442,0.095149486
Organismal,7839-99,2.898180679,0.236750051
Organismal,17202-37,2.38510477,0.102718185
Organismal,11544-39,2.471342593,0.143784979
Organismal,10917-40,2.574821386,0.09761358
Organismal,13933-276,3.545231048,0.151939737
Organismal,6612-90,3.05628634,0.131452318
Organismal,12832-10,2.999612983,0.057319332
Organismal,19558-10,3.324635773,0.108281971
Organismal,12690-33,3.502141966,0.107615777
Organismal,6392-7,4.066608911,0.129763507
Organismal,9900-36,2.80411153,0.16471384
Organismal,19229-92,2.594088338,0.197555153
Organismal,8556-5,2.766953975,0.155748351
Organismal,3845-51,3.063275218,0.190671161
Organismal,14688-6,2.390278818,0.145941631
Organismal,9886-28,2.641054859,0.118033611
Organismal,5339-49,3.759574834,0.435479626
Organismal,2616-23,2.584344011,0.126115207
Organismal,10903-50,3.242956657,0.134897256
Organismal,8951-162,2.77867785,0.103287508
Organismal,19373-3,3.426546798,0.24108281
Organismal,10574-10,3.079851503,0.317868071
Organismal,16318-12,2.61015745,0.113572823
Organismal,2741-22,2.627136002,0.123088178
Organismal,14122-132,2.901890694,0.136810279
Organismal,5070-76,2.773320053,0.094765548
Organismal,5260-80,3.327829138,0.152113634
Organismal,19206-20,2.842423423,0.100153352
Organismal,12671-35,2.909895908,0.13848176
Organismal,13568-30,2.744889802,0.128316756
Organismal,9839-148,2.89044715,0.12570495
Organismal,6219-14,2.26482904,0.109453729
Organismal,9385-4,3.724785557,0.234385679
Organismal,11368-32,4.139587603,0.216281483
Organismal,12682-5,2.72207434,0.130852641
Organismal,15465-79,3.671685508,0.148221676
Organismal,15562-24,3.320958721,0.223712941
Organismal,10716-35,2.803428955,0.146923747
Organismal,14208-3,3.464264909,0.119269748
Organismal,14051-54,2.449939505,0.074416254
Organismal,11160-56,3.099257194,0.074267989
Organismal,13393-46,3.038196841,0.14810642
Organismal,17454-15,2.750028274,0.15605755
Organismal,19144-9,2.894346386,0.235203554
Organismal,5015-15,4.250342976,0.125072059
Organismal,5114-65,3.263733603,0.071652123
Organismal,12498-12,3.53890561,0.116985887
Organismal,8842-16,2.998303624,0.100887745
Organismal,14082-56,3.17939483,0.109470127
Organismal,4304-18,2.383933964,0.082724558
Organismal,12812-25,3.751175406,0.131472608
Organismal,16320-139,2.961203614,0.206992222
Organismal,17793-4,2.509718061,0.116553175
Organismal,19225-11,2.596378981,0.076235405
Organismal,2578-67,2.507816643,0.158540282
Organismal,6393-63,3.112055664,0.098665546
Organismal,10088-37,3.057333945,0.354508347
Organismal,12332-7,3.433159021,0.218466443
Organismal,12771-19,2.476113408,0.124444105
Organismal,5253-1,2.705746017,0.150471352
Organismal,11440-58,2.975597429,0.111202899
Organismal,3204-2,3.519358552,0.213899162
Organismal,8885-6,3.292534925,0.097562862
Organismal,19286-30,2.820162452,0.097285297
Organismal,6506-54,3.116487013,0.140460088
Organismal,9894-13,3.012962027,0.142087936
Organismal,7808-5,3.162620676,0.090296947
Organismal,3073-51,3.759970108,0.169325434
Organismal,12518-289,3.009453471,0.151169906
Organismal,3291-30,3.42264413,0.189502546
Organismal,5437-63,4.189038927,0.17588917
Organismal,2794-60,3.000879504,0.160574792
Organismal,17756-69,3.167745516,0.183470836
Organismal,11360-39,3.73295178,0.311923731
Organismal,18338-26,3.849328748,0.271425893
Organismal,3822-54,3.831454912,0.20670924
Organismal,12430-78,2.951468706,0.096312929
Organismal,4904-7,2.69106341,0.109954026
Organismal,12411-60,3.026634592,0.177815395
Organismal,14254-27,3.244412329,0.08906006
Organismal,15388-24,3.126814905,0.74618999
Organismal,16872-248,2.883577187,0.342383916
Organismal,2700-56,3.845464103,0.078426745
Organismal,3290-50,3.072356387,0.100075486
Organismal,3359-11,3.242285262,0.106422475
Organismal,2631-50,3.056575754,0.095734528
Organismal,10530-8,2.56746894,0.088853763
Organismal,5650-9,3.491869442,0.19863104
Organismal,2765-4,2.865527732,0.105899318
Organismal,9030-56,2.738328176,0.071527234
Organismal,7207-4,2.794734526,0.075093182
Organismal,8060-7,2.247732631,0.094687757
Organismal,12358-6,3.509758126,0.180776679
Organismal,5716-49,2.293884161,0.084890052
Organismal,12696-166,2.444834214,0.171219352
Organismal,17742-2,3.017920897,0.156026739
Organismal,17806-6,4.124385888,0.214326795
Organismal,18270-10,3.522546471,0.137410272
Organismal,3859-50,2.72335849,0.090958741
Organismal,7944-1,2.474699108,0.109527809
Organismal,6081-52,4.155936422,0.093325195
Organismal,11161-5,2.641479083,0.100741879
Organismal,9049-2,2.37976366,0.1063721
Organismal,8916-32,3.722047883,0.166680061
Organismal,13975-56,2.867868258,0.156180007
Organismal,12976-49,2.348560617,0.140065834
Organismal,19388-2,2.721917452,0.263566238
Organismal,14069-61,2.988026362,0.0848264
Organismal,5345-51,3.96277175,0.057486052
Organismal,2773-50,2.28164269,0.129015218
Organismal,14334-3,2.579653163,0.124992781
Organismal,2966-65,3.00529903,0.132681934
Organismal,3820-68,3.189836522,0.213515637
Organismal,12954-71,3.01553594,0.149640651
Organismal,13991-47,3.145140097,0.141223783
Organismal,10356-21,3.15983975,0.103391682
Organismal,13464-8,3.113093573,0.116048343
Organismal,6020-52,3.789573491,0.179820734
Organismal,12724-81,3.851200289,0.179371462
Organismal,17823-40,3.001193471,0.076426393
Organismal,11669-39,2.543454459,0.125881089
Organismal,12399-194,2.974741104,0.107126186
Organismal,8853-2,2.744978114,0.105187134
Organismal,14663-44,3.172046388,0.072492565
Organismal,8398-277,2.910872761,0.190899738
Organismal,7792-58,2.627390921,0.090366934
Organismal,2609-59,3.509322958,0.114701343
Organismal,7161-25,3.570170946,0.118795754
Organismal,11247-20,2.843062877,0.15760352
Organismal,11593-21,2.727198162,0.064311657
Organismal,12621-55,3.317936768,0.143738954
Organismal,16758-96,3.514784627,0.198200447
Organismal,10605-22,2.148196979,0.107456986
Organismal,19280-29,3.01322759,0.095629121
Organismal,4982-54,3.846299578,0.192238346
Organismal,6495-14,2.7313148,0.068600343
Organismal,19202-10,4.367377936,0.289901759
Organismal,13544-9,3.745210435,0.290556384
Organismal,3298-52,3.825562471,0.085444713
Organismal,3323-37,3.173278039,0.114149814
Organismal,10023-32,2.779727087,0.091863898
Organismal,9928-125,3.390953824,0.128307903
Organismal,14619-8,2.333603884,0.112198944
Organismal,3220-40,3.090240069,0.174668958
Organismal,8429-16,3.100201084,0.166567627
Organismal,5018-68,4.35162702,0.182821443
Organismal,10959-125,2.474545689,0.112323405
Organismal,9523-34,2.573602421,0.111036724
Organismal,14662-6,3.52544438,0.133679141
Organismal,9037-1,2.862501996,0.167811799
Organismal,15523-9,3.852429277,0.3036589
Organismal,12894-3,3.281003532,0.113657966
Organismal,13976-9,2.902422227,0.123167631
Organismal,10053-5,3.432130443,0.317370104
Organismal,6955-68,3.141992117,0.122215171
Organismal,18222-34,3.447908897,0.238597732
Organismal,9271-101,3.295285153,0.122415406
Organismal,19329-31,3.19418095,0.079052372
Organismal,3010-53,2.585060668,0.078379182
Organismal,15414-316,4.370215924,0.125958801
Organismal,9826-135,2.823705779,0.188473155
Organismal,9509-4,2.680433002,0.19515915
Organismal,6240-70,2.778782172,0.063516968
Organismal,17778-19,2.912775673,0.306830953
Organismal,8399-6,2.324375491,0.081782496
Organismal,8918-64,2.968894796,0.058185259
Organismal,12691-44,3.85330555,0.298909864
Organismal,6494-60,2.607597587,0.108075583
Organismal,7206-20,3.686774699,0.188392125
Organismal,12825-18,2.534860145,0.149839469
Organismal,12706-2,3.196853378,0.187183717
Organismal,12831-21,3.393987335,0.095411671
Organismal,16620-26,3.763533119,0.142363589
Organismal,4459-68,3.32794627,0.131047748
Organismal,14128-121,2.442338576,0.144171516
Organismal,12686-15,2.976711028,0.111902523
Organismal,10565-19,3.747539112,0.264298174
Organismal,8775-61,2.631756066,0.088674157
Organismal,19193-18,3.474936532,0.087574551
Organismal,13085-18,2.775845119,0.08470693
Organismal,12705-9,2.476849952,0.118482976
Organismal,7038-45,3.00912088,0.234335639
Organismal,13941-82,3.222733878,0.073034604
Organismal,7121-2,2.493074534,0.095175869
Organismal,11671-19,3.141213925,0.098734133
Organismal,2811-27,4.060705458,0.272002173
Organismal,4469-78,3.489207115,0.068576246
Organismal,9800-20,2.732641832,0.09298026
Organismal,16605-2,2.754072082,0.112606267
Organismal,8664-36,3.514309894,0.082303808
Organismal,15533-97,3.954452354,0.175872848
Organismal,19119-10,2.485741938,0.14102462
Organismal,13929-27,2.71459469,0.153841317
Organismal,2999-6,2.967324382,0.076187756
Organismal,17776-15,2.941812479,0.069145594
Organismal,5854-60,2.254895493,0.098867057
Organismal,14098-28,3.441381176,0.108285254
Organismal,9359-9,3.305382009,0.149828614
Organismal,19586-89,3.684138479,0.340443614
Organismal,3171-57,4.207857891,0.238358854
Organismal,2681-23,3.074197758,0.163420186
Organismal,10424-31,2.729795469,0.113995373
Organismal,8042-88,2.716516633,0.130833087
Organismal,8305-18,3.135154169,0.088489372
Organismal,19438-68,3.334965849,0.091867055
Organismal,10558-26,3.584728723,0.138783079
Organismal,16753-46,2.833381841,0.076058564
Organismal,9394-19,4.303641529,0.240623679
Organismal,7935-26,3.007993802,0.143472163
Organismal,11223-1,2.913765381,0.110507917
Organismal,17673-34,2.948448736,0.094579601
Organismal,15440-57,2.935717813,0.08491454
Organismal,12869-68,4.128680435,0.248699314
Organismal,10073-22,2.931526338,0.079333748
Organismal,8258-22,3.129936653,0.101400367
Organismal,15606-19,3.251961747,0.137420495
Organismal,17711-13,2.786250982,0.249162396
Organismal,11180-17,3.066968629,0.185512989
Organismal,6913-189,2.49938091,0.144171102
Organismal,11307-33,3.257454944,0.141110417
Organismal,9248-36,2.453778905,0.087808381
Organismal,6380-23,4.612976836,0.400021125
Organismal,17456-53,3.596604219,0.152600178
Organismal,4460-8,2.544722191,0.172101594
Organismal,4499-21,3.479491344,0.286434425
Organismal,15316-262,3.132400927,0.25146473
Organismal,12490-92,3.228467803,0.098282744
Organismal,11709-29,3.193001505,0.099338584
Organismal,18257-64,3.501357028,0.306386228
Organismal,12873-11,2.878068517,0.124140524
Organismal,11416-23,3.098736822,0.074591993
Organismal,4970-55,2.405329879,0.11918954
Organismal,4500-50,3.382260751,0.144509805
Organismal,12428-2,2.841194657,0.090476176
Organismal,13111-79,3.209460983,0.163961774
Organismal,15540-6,3.445220508,0.280259098
Organismal,10668-5,2.980851387,0.161430793
Organismal,15441-6,3.108178426,0.122202446
Organismal,16035-8,3.896880072,0.133222956
Organismal,2505-49,3.022659173,0.124509605
Organismal,10372-18,3.505612983,0.131141413
Organismal,3896-5,3.253823169,0.408574692
Organismal,4992-49,4.134885034,0.081424247
Organismal,8346-9,2.843610779,0.14668152
Organismal,11354-21,3.524686789,0.14719403
Organismal,14326-4,3.604083575,0.128881251
Organismal,5636-10,2.951061446,0.142987713
Organismal,8255-34,3.244578076,0.205306055
Organismal,9095-5,2.472527594,0.0953288
Organismal,17510-7,2.961341385,0.13073109
Organismal,6621-10,3.225782082,0.091456102
Organismal,16288-17,4.22404988,0.067740886
Organismal,14687-6,2.418787226,0.186189602
Organismal,7144-234,3.014444105,0.095368831
Organismal,15634-139,2.510445793,0.07098607
Organismal,18265-18,2.74314593,0.169506845
Organismal,5715-4,3.755416175,0.22747012
Organismal,8954-30,3.014227934,0.179593923
Organismal,3827-22,2.968299117,0.379504469
Organismal,12563-2,3.081709692,0.120760662
Organismal,5202-4,3.212220635,0.324063915
