organ,protein_seqid,kadrc_mean,kadrc_std
Conventional,12385-4,3.427583052,0.137150963
Conventional,12386-11,3.731114088,0.134715595
Conventional,12387-7,2.756471018,0.219149454
Conventional,12389-4,3.080970945,0.082614811
Conventional,12392-30,2.971258039,0.067915771
Conventional,12394-53,2.522891567,0.192088879
Conventional,12395-86,3.278367739,0.331891347
Conventional,12396-19,3.261776716,0.202316828
Conventional,12398-15,2.676934908,0.123138452
Conventional,12399-194,2.974741104,0.107126186
Conventional,12400-25,2.86341819,0.089573137
Conventional,12401-3,3.177897403,0.063013675
Conventional,12403-30,3.112305323,0.091007201
Conventional,12406-119,2.917099764,0.138258937
Conventional,12408-333,2.948258128,0.157788315
Conventional,12409-90,2.775865094,0.106256819
Conventional,12411-60,3.026634592,0.177815395
Conventional,12415-122,3.39968776,0.085080595
Conventional,12417-46,2.99392934,0.061798558
Conventional,12420-10,3.852338469,0.205977317
Conventional,12422-143,2.582590768,0.198287095
Conventional,12423-38,3.008536728,0.151467407
Conventional,12424-107,2.714545029,0.15720318
Conventional,12425-104,3.183968382,0.100128375
Conventional,12426-19,3.65121296,0.099021508
Conventional,12427-8,3.624364526,0.07353134
Conventional,12428-2,2.841194657,0.090476176
Conventional,12430-78,2.951468706,0.096312929
Conventional,12431-13,3.224243907,0.133780706
Conventional,12432-23,3.512318115,0.244642607
Conventional,12433-8,3.555334475,0.080101468
Conventional,12434-25,3.427651105,0.166740655
Conventional,12436-84,3.162292333,0.081870852
Conventional,12437-18,2.74742158,0.090252435
Conventional,12438-127,2.740576968,0.176689748
Conventional,12439-67,2.656378376,0.100127243
Conventional,12442-4,2.513523133,0.18967324
Conventional,12444-39,2.618254596,0.106577061
Conventional,12445-50,2.968583958,0.06655298
Conventional,12449-16,3.008336231,0.1817848
Conventional,12450-42,3.009929738,0.137482737
Conventional,12451-62,3.209460545,0.126331217
Conventional,12452-32,2.998010128,0.104377908
Conventional,12453-161,2.681708776,0.137644635
Conventional,12454-105,2.656751531,0.114991218
Conventional,12455-48,2.787632054,0.098391429
Conventional,12456-5,3.454029678,0.147654776
Conventional,12457-10,2.81577657,0.162672994
Conventional,12458-79,3.470088954,0.102087981
Conventional,12459-13,2.469301437,0.099319283
Conventional,12460-18,3.818339705,0.204755818
Conventional,12461-8,3.296092037,0.108824868
Conventional,12462-20,2.748244774,0.120246522
Conventional,12463-7,3.372257882,0.083121066
Conventional,12466-7,3.307725173,0.239427687
Conventional,12469-19,3.841010563,0.276851478
Conventional,12471-47,3.191526529,0.092173811
Conventional,12473-48,2.8968609,0.079350846
Conventional,12475-48,3.707591542,0.127665523
Conventional,12476-50,3.013237148,0.113424206
Conventional,12477-42,2.976566969,0.155677458
Conventional,12478-15,3.963732749,0.292703852
Conventional,12479-50,3.107984633,0.202895168
Conventional,12482-5,3.115523947,0.100261848
Conventional,12483-62,2.652420087,0.183715182
Conventional,12484-67,3.387585818,0.121011276
Conventional,12486-8,2.881878683,0.060062228
Conventional,12490-92,3.228467803,0.098282744
Conventional,12493-42,2.848403559,0.095307709
Conventional,12494-99,3.35465652,0.156414659
Conventional,12497-29,3.706883867,0.134136734
Conventional,12498-12,3.53890561,0.116985887
Conventional,12499-108,3.706903903,0.259051252
Conventional,12501-10,3.376142974,0.170845587
Conventional,12503-5,2.971757565,0.12731079
Conventional,12504-26,3.241738756,0.114662374
Conventional,12507-16,2.848653985,0.110723113
Conventional,12508-9,3.594014404,0.132140727
Conventional,12509-115,3.131872182,0.297488155
Conventional,12510-3,3.290093763,0.075916458
Conventional,12511-83,3.151107793,0.13484959
Conventional,12513-8,2.9525264,0.105682896
Conventional,12514-16,3.069873095,0.074534551
Conventional,12515-45,2.969510995,0.118997452
Conventional,12516-13,2.709948774,0.084230496
Conventional,12517-52,4.140206099,0.124934567
Conventional,12518-289,3.009453471,0.151169906
Conventional,12521-3,2.83122555,0.086631163
Conventional,12522-6,3.631388378,0.130317222
Conventional,12524-18,3.143046867,0.11725292
Conventional,12527-50,2.93706184,0.096522052
Conventional,12528-40,2.764145303,0.080466064
Conventional,12529-32,3.343019565,0.127004716
Conventional,12530-14,3.587054647,0.123053031
Conventional,12531-5,3.001035044,0.145098268
Conventional,12532-28,2.995351675,0.160544663
Conventional,12533-135,2.826450597,0.057449175
Conventional,12534-10,3.288113502,0.071488309
Conventional,12535-2,2.549859377,0.129238649
Conventional,12536-46,2.453662705,0.095163739
Conventional,12537-88,3.188302493,0.106892024
Conventional,12538-19,2.696791132,0.164221732
Conventional,12540-25,3.14645818,0.047351138
Conventional,12543-76,2.705936171,0.227739726
Conventional,12546-1,2.795110389,0.181354821
Conventional,12548-75,2.401547164,0.14112048
Conventional,12549-33,3.460933921,0.123228754
Conventional,12551-3,3.108969256,0.389957949
Conventional,12553-5,2.867094115,0.084791028
Conventional,12554-10,2.914728564,0.130811284
Conventional,12556-7,2.647862339,0.161698329
Conventional,12557-18,2.642885966,0.241285041
Conventional,12558-3,3.579246684,0.356196575
Conventional,12560-9,3.041533107,0.150364745
Conventional,12562-1,2.896556695,0.067220773
Conventional,12563-2,3.081709692,0.120760662
Conventional,12564-9,3.022708374,0.161631855
Conventional,12568-14,1.973649686,0.090016185
Conventional,12571-14,2.755423301,0.138968962
Conventional,12572-236,2.8893224,0.096076543
Conventional,12573-80,2.661457194,0.099549772
Conventional,12574-36,3.193409011,0.197013269
Conventional,12575-30,3.708804386,0.242539469
Conventional,12576-21,2.628400901,0.0895573
Conventional,12577-100,2.775899663,0.122999527
Conventional,12578-13,3.07941273,0.184351452
Conventional,12580-7,2.909566904,0.09537228
Conventional,12581-39,2.614750641,0.165592481
Conventional,12583-77,2.752416972,0.169808368
Conventional,12585-39,2.497330181,0.158380932
Conventional,12587-65,2.871015027,0.176804643
Conventional,12591-27,2.809746494,0.272541468
Conventional,12593-33,3.138340303,0.132205008
Conventional,12594-5,2.529565455,0.255921262
Conventional,12595-11,3.089577426,0.187172015
Conventional,12597-68,2.856305347,0.224949259
Conventional,12599-10,4.140603272,0.244567817
Conventional,12603-87,3.721317758,0.090453962
Conventional,12604-16,3.122489761,0.145108547
Conventional,12605-1,2.924141334,0.23853457
Conventional,12612-37,3.217074921,0.120592526
Conventional,12616-45,2.990523092,0.113699702
Conventional,12617-2,4.099296765,0.278077589
Conventional,12618-50,2.449245554,0.073856515
Conventional,12619-14,3.410722686,0.112253626
Conventional,12621-55,3.317936768,0.143738954
Conventional,12622-96,2.297829515,0.141526412
Conventional,12623-84,2.610623398,0.104803393
Conventional,12625-138,2.925231086,0.128638264
Conventional,12626-6,2.346498557,0.093143741
Conventional,12627-97,2.828671268,0.193423912
Conventional,12628-31,3.705677176,0.280050856
Conventional,12630-8,3.127004226,0.137294275
Conventional,12633-3,2.547784039,0.088760684
Conventional,12634-79,2.917637167,0.13765679
Conventional,12635-9,2.523653217,0.077113582
Conventional,12636-113,2.333521694,0.100823339
Conventional,12637-7,2.681789592,0.193953887
Conventional,12641-3,3.185507917,0.336791837
Conventional,12643-4,3.520202949,0.293414686
Conventional,12644-63,2.599545364,0.183707841
Conventional,12646-2,2.660896131,0.197796242
Conventional,12647-52,2.239881849,0.097106026
Conventional,12650-43,2.794950425,0.098184977
Conventional,12651-21,2.685474994,0.116644566
Conventional,12652-37,3.056283046,0.189384401
Conventional,12653-13,2.679242011,0.089274471
Conventional,12655-30,3.156600947,0.0631356
Conventional,12656-1,2.76559788,0.179165391
Conventional,12657-2,2.936031765,0.149490377
Conventional,12658-72,2.857216228,0.116524156
Conventional,12659-13,3.163601617,0.179863464
Conventional,12661-44,2.957788804,0.098918543
Conventional,12663-1,3.139690703,0.190125387
Conventional,12664-19,2.38915994,0.117174166
Conventional,12665-16,2.679159982,0.121404698
Conventional,12667-2,3.023807583,0.078725261
Conventional,12668-7,3.573625386,0.113750652
Conventional,12669-30,2.540218036,0.068390797
Conventional,12670-15,2.537366897,0.144390459
Conventional,12671-35,2.909895908,0.13848176
Conventional,12675-14,4.152225831,0.294244764
Conventional,12676-1,3.264388983,0.144173216
Conventional,12677-164,3.084724604,0.167742218
Conventional,12678-66,2.995610146,0.261304701
Conventional,12681-63,3.410553924,0.099749537
Conventional,12682-5,2.72207434,0.130852641
Conventional,12683-156,2.723979789,0.104932257
Conventional,12684-5,3.504482181,0.109336423
Conventional,12685-57,2.422248734,0.165952883
Conventional,12686-15,2.976711028,0.111902523
Conventional,12687-2,3.505824997,0.250063061
Conventional,12688-115,3.008781404,0.115649057
Conventional,12689-56,4.098098819,0.300048033
Conventional,12690-33,3.502141966,0.107615777
Conventional,12691-44,3.85330555,0.298909864
Conventional,12692-56,2.390380473,0.162128888
Conventional,12693-2,2.968211191,0.129498748
Conventional,12694-28,2.248487341,0.195304281
Conventional,12695-62,2.363571283,0.114048472
Conventional,12696-166,2.444834214,0.171219352
Conventional,12697-30,3.49773765,0.246503282
Conventional,12698-72,2.935486504,0.098956667
Conventional,12700-9,2.917115282,0.056869653
Conventional,12701-1,3.548236949,0.299143297
Conventional,12702-13,2.873580815,0.165924518
Conventional,12703-6,3.793538902,0.299242416
Conventional,12704-26,2.80603685,0.070131004
Conventional,12705-9,2.476849952,0.118482976
Conventional,12706-2,3.196853378,0.187183717
Conventional,12707-26,2.99425367,0.081324529
Conventional,12708-91,2.909589096,0.110083293
Conventional,12709-63,3.634803985,0.561307342
Conventional,12711-19,2.523723251,0.134708882
Conventional,12712-9,2.634074004,0.079770107
Conventional,12713-365,3.422800872,0.091286218
Conventional,12714-38,3.210049026,0.188579726
Conventional,12716-3,3.359783984,0.06655576
Conventional,12717-65,2.912855379,0.09313412
Conventional,12718-43,3.626181701,0.212858085
Conventional,12720-71,3.344584798,0.11882169
Conventional,12721-4,2.975843593,0.091696149
Conventional,12724-81,3.851200289,0.179371462
Conventional,12726-3,2.810352475,0.108600971
Conventional,12727-7,3.796805006,0.107268655
Conventional,12729-12,2.939442416,0.128169701
Conventional,12730-3,3.555394854,0.062770637
Conventional,12731-12,2.236442329,0.11097941
Conventional,12732-13,3.577532894,0.083205229
Conventional,12734-112,2.513567222,0.141164797
Conventional,12735-39,2.737741347,0.135804698
Conventional,12737-12,3.107722789,0.215901037
Conventional,12738-43,3.40642216,0.094550593
Conventional,12740-55,2.604411645,0.11563436
Conventional,12742-160,3.32278046,0.21732719
Conventional,12743-18,2.655184068,0.083781915
Conventional,12746-4,2.871028999,0.094213015
Conventional,12747-89,4.142810332,0.130263679
Conventional,12748-6,2.928865464,0.086601565
Conventional,12750-9,3.124213248,0.082788739
Conventional,12751-26,2.537956282,0.103489705
Conventional,12753-6,2.886319731,0.091923131
Conventional,12754-14,3.220601536,0.127217286
Conventional,12756-3,3.321206169,0.163863007
Conventional,12758-47,3.46802824,0.185088088
Conventional,12759-47,2.846751041,0.105452463
Conventional,12760-34,2.744353647,0.075196736
Conventional,12761-12,2.997966053,0.116880774
Conventional,12763-69,3.186955483,0.072752351
Conventional,12764-3,2.581080915,0.219203717
Conventional,12766-33,2.344263845,0.189588411
Conventional,12768-3,3.07542471,0.22575092
Conventional,12771-19,2.476113408,0.124444105
Conventional,12772-8,2.598095604,0.137892055
Conventional,12774-12,2.610396513,0.18750869
Conventional,12775-6,3.377252158,0.143651321
Conventional,12777-11,2.923423705,0.095815695
Conventional,12779-30,3.544843377,0.1088861
Conventional,12781-2,2.760093472,0.08976859
Conventional,12783-29,3.45064274,0.217879758
Conventional,12784-10,3.043629886,0.127425265
Conventional,12785-49,2.288332006,0.13663812
Conventional,12786-61,2.652660619,0.114912714
Conventional,12787-47,2.454999226,0.127832935
Conventional,12788-6,2.587445023,0.119054128
Conventional,12790-10,2.768176168,0.116241125
Conventional,12793-4,2.724882846,0.116864821
Conventional,12794-6,2.906709089,0.072802758
Conventional,12795-2,2.884536911,0.075654358
Conventional,12796-44,2.466547616,0.125446741
Conventional,12798-46,2.625111671,0.1126797
Conventional,12799-65,2.729113645,0.176179495
Conventional,12800-5,3.570674379,0.137148737
Conventional,12801-33,2.641116126,0.208754383
Conventional,12803-9,2.62794971,0.09030524
Conventional,12804-5,2.539533098,0.145596639
Conventional,12807-89,2.939050169,0.070940089
Conventional,12808-103,3.098113206,0.116497304
Conventional,12811-55,2.764300891,0.10695438
Conventional,12812-25,3.751175406,0.131472608
Conventional,12813-18,2.994516756,0.099112329
Conventional,12814-17,2.654306302,0.124884598
Conventional,12815-9,2.470025166,0.110731839
Conventional,12817-1,3.394644537,0.162212808
Conventional,12818-159,2.96280596,0.099567179
Conventional,12820-1,3.239727478,0.089579107
Conventional,12821-6,3.156772121,0.171002449
Conventional,12822-34,3.0592538,0.116023343
Conventional,12825-18,2.534860145,0.149839469
Conventional,12826-5,3.260314766,0.393898308
Conventional,12827-37,2.790395654,0.111529441
Conventional,12830-4,3.113254118,0.123524689
Conventional,12831-21,3.393987335,0.095411671
Conventional,12832-10,2.999612983,0.057319332
Conventional,12834-3,3.075787274,0.068325334
Conventional,12835-101,2.525456819,0.12593223
Conventional,12838-28,2.386579537,0.205180081
Conventional,12842-43,3.590142046,0.158055925
Conventional,12843-6,2.567259125,0.146613631
Conventional,12844-10,2.774099556,0.090605237
Conventional,12845-18,3.615154162,0.098408801
Conventional,12846-3,2.610537999,0.134625652
Conventional,12847-27,3.018303939,0.081737642
Conventional,12848-9,2.924177132,0.085179469
Conventional,12849-25,2.666529967,0.131140894
Conventional,12851-5,2.839438833,0.130010637
Conventional,12853-112,2.39216062,0.142373273
Conventional,12854-3,2.763365898,0.167117683
Conventional,12855-16,2.996903908,0.089876031
Conventional,12856-14,2.903573357,0.117485931
Conventional,12859-33,3.089279504,0.11252529
Conventional,12860-7,2.743738384,0.098614514
Conventional,12861-13,4.165491148,0.165918999
Conventional,12862-14,2.917967247,0.057133735
Conventional,12864-9,3.139559838,0.112717684
Conventional,12867-40,3.306095241,0.082283268
Conventional,12869-68,4.128680435,0.248699314
Conventional,12871-10,3.241281528,0.121939186
Conventional,12872-35,2.634560937,0.106121427
Conventional,12873-11,2.878068517,0.124140524
Conventional,12875-28,2.98266422,0.101032303
Conventional,12876-39,2.221232157,0.098436883
Conventional,12878-60,3.155032385,0.272379689
Conventional,12879-5,2.586734023,0.11660023
Conventional,12880-1,2.853000273,0.068787622
Conventional,12881-17,3.480990773,0.126020222
Conventional,12882-7,3.125288276,0.118759142
Conventional,12885-42,2.523481005,0.100822214
Conventional,12888-18,2.679279207,0.236418053
Conventional,12891-1,3.32615877,0.107984327
Conventional,12892-10,2.733789112,0.101199408
Conventional,12893-159,3.598764183,0.260956063
Conventional,12894-3,3.281003532,0.113657966
Conventional,12895-28,3.319076105,0.089104336
Conventional,12904-180,2.033701216,0.105010739
Conventional,12923-51,3.090761367,0.13174685
Conventional,12931-16,2.718685151,0.318205552
Conventional,12934-1,3.041899771,0.076162291
Conventional,12936-38,2.903130051,0.122259431
Conventional,12940-35,2.806247724,0.164818
Conventional,12954-71,3.01553594,0.149640651
Conventional,12956-40,3.113044042,0.284551912
Conventional,12957-62,2.489183695,0.085427272
Conventional,12960-9,3.348268701,0.094598926
Conventional,12963-1,2.03785449,0.133704941
Conventional,12968-2,3.218037006,0.126917469
Conventional,12970-35,2.413713738,0.102221375
Conventional,12975-11,2.856903509,0.160760749
Conventional,12976-49,2.348560617,0.140065834
Conventional,12980-31,2.756029192,0.255751892
Conventional,12987-12,3.336966089,0.138532156
Conventional,12988-49,3.463236699,0.165294171
Conventional,12990-39,2.298777793,0.177353463
Conventional,12991-49,2.45153994,0.132846934
Conventional,12993-21,3.377605973,0.231506513
Conventional,13013-41,3.106016643,0.106347428
Conventional,13022-20,3.557491052,0.29707431
Conventional,13025-4,2.65286884,0.067035441
Conventional,13027-20,2.723945912,0.130890724
Conventional,13032-1,2.359150995,0.112779468
Conventional,13041-47,2.661141485,0.074326548
Conventional,13042-7,3.53322341,0.107656183
Conventional,13043-157,2.275392648,0.134924959
Conventional,13044-5,3.313770011,0.212518167
Conventional,13053-6,3.308561096,0.1212549
Conventional,13056-18,2.341807623,0.191113818
Conventional,13059-33,2.94588649,0.111207662
Conventional,13062-4,3.397329413,0.247023039
Conventional,13066-42,3.395140582,0.078757216
Conventional,13067-5,3.318719034,0.049406554
Conventional,13073-14,3.221716122,0.111869551
Conventional,13076-4,3.160795069,0.218381205
Conventional,13078-3,3.473551496,0.069820728
Conventional,13082-9,3.223990917,0.265580756
Conventional,13083-18,3.301369043,0.126054789
Conventional,13085-18,2.775845119,0.08470693
Conventional,13088-397,2.57786899,0.09954066
Conventional,13089-6,2.567609382,0.106432014
Conventional,13090-17,3.110133092,0.172841295
Conventional,13093-6,2.923211754,0.086986333
Conventional,13094-75,2.955395677,0.129123464
Conventional,13095-51,3.874852194,0.189195202
Conventional,13097-11,2.724429787,0.10410555
Conventional,13098-93,3.999923355,0.152282112
Conventional,13101-60,3.375323354,0.116678723
Conventional,13102-1,3.690579896,0.254553835
Conventional,13103-125,2.916512292,0.086541061
Conventional,13104-32,3.028927454,0.085235331
Conventional,13105-7,3.132184071,0.256780389
Conventional,13107-9,2.995335529,0.119284698
Conventional,13109-82,3.468327463,0.071045991
Conventional,13111-79,3.209460983,0.163961774
Conventional,13112-179,4.287596909,0.060401466
Conventional,13113-7,2.843628683,0.144533809
Conventional,13114-50,3.777796123,0.080107707
Conventional,13116-25,2.620897139,0.306035785
Conventional,13118-5,3.296382313,0.099672595
Conventional,13119-26,3.89040903,0.124009844
Conventional,13122-19,3.952832664,0.103561474
Conventional,13123-3,3.378179832,0.143883317
Conventional,13124-20,3.479851229,0.087183693
Conventional,13125-45,3.477569913,0.301954475
Conventional,13126-52,3.092806916,0.109849807
Conventional,13129-40,2.21114306,0.095262389
Conventional,13130-150,2.897025514,0.279512672
Conventional,13131-5,3.449742179,0.110760388
Conventional,13132-14,3.648178877,0.112188235
Conventional,13133-73,4.180745921,0.111757165
Conventional,13228-75,2.72694448,0.12963223
Conventional,13229-20,2.965412299,0.163753017
Conventional,13230-174,2.200487814,0.155696252
Conventional,13231-90,2.844157154,0.180312101
Conventional,13236-25,3.618798002,0.130017324
Conventional,13240-170,2.113176915,0.153445757
Conventional,13242-134,2.779309382,0.139025255
Conventional,13268-45,3.096909996,0.169593956
Conventional,13374-4,3.674395393,0.225777963
Conventional,13375-48,2.511786805,0.114957223
Conventional,13377-3,3.320923899,0.124830888
Conventional,13378-80,3.042952561,0.105295878
Conventional,13381-49,4.327693593,0.074960435
Conventional,13384-110,2.92517413,0.244729712
Conventional,13386-248,2.89165956,0.07755175
Conventional,13387-55,2.50996122,0.145963715
Conventional,13388-57,3.253049029,0.097340018
Conventional,13392-13,3.30420042,0.196409535
Conventional,13393-46,3.038196841,0.14810642
Conventional,13397-88,3.851136227,0.392947792
Conventional,13399-33,2.508951446,0.134581596
Conventional,13403-5,2.452693769,0.095159692
Conventional,13405-61,2.594540936,0.178701196
Conventional,13411-21,2.804050695,0.087761796
Conventional,13412-5,2.268656428,0.177404898
Conventional,13416-8,3.554271373,0.124719965
Conventional,13421-17,2.584282288,0.083250461
Conventional,13422-66,3.046619958,0.107674252
Conventional,13423-94,3.021408361,0.172904998
Conventional,13427-66,2.867866456,0.077297449
Conventional,13429-3,2.91405258,0.116190599
Conventional,13430-50,3.214269056,0.07676412
Conventional,13431-74,2.545998239,0.145205124
Conventional,13434-172,3.118477892,0.117491718
Conventional,13435-31,2.914221814,0.406938912
Conventional,13436-54,2.682088053,0.115622064
Conventional,13438-115,3.463477757,0.266467071
Conventional,13439-6,3.132321335,0.107298636
Conventional,13447-42,3.230822662,0.177393295
Conventional,13449-25,2.52169965,0.10445012
Conventional,13450-49,3.211077438,0.201887245
Conventional,13451-2,2.671494019,0.165178499
Conventional,13452-113,2.822842731,0.07713897
Conventional,13457-33,2.222237164,0.069426511
Conventional,13459-30,2.764476988,0.078673654
Conventional,13460-4,3.914310795,0.161228521
Conventional,13463-1,3.193112749,0.253601716
Conventional,13464-8,3.113093573,0.116048343
Conventional,13465-5,2.971448314,0.150381715
Conventional,13468-5,3.154672759,0.075697334
Conventional,13470-43,2.92708155,0.150044445
Conventional,13472-35,3.143743481,0.192345655
Conventional,13473-55,2.877288048,0.076636585
Conventional,13474-40,3.300487346,0.145499477
Conventional,13475-10,4.075048854,0.151765178
Conventional,13476-16,2.459673293,0.140530104
Conventional,13477-65,2.776719402,0.201873754
Conventional,13479-8,2.974813304,0.083900802
Conventional,13481-24,2.99194661,0.081116955
Conventional,13482-14,3.087760401,0.117604213
Conventional,13484-69,2.338139232,0.131238539
Conventional,13485-20,3.452265786,0.14408755
Conventional,13486-9,2.818954267,0.146137297
Conventional,13487-24,2.521941512,0.25372203
Conventional,13488-3,3.235629532,0.192342211
Conventional,13490-1,3.065697101,0.088279888
Conventional,13491-40,3.232491899,0.171342539
Conventional,13492-44,3.313660198,0.211430608
Conventional,13493-5,2.646784622,0.112533844
Conventional,13494-6,2.673748624,0.080204021
Conventional,13495-48,3.410542177,0.176027494
Conventional,13496-19,3.599081693,0.37069009
Conventional,13497-34,3.254103427,0.135255782
Conventional,13498-1,2.853482012,0.168314582
Conventional,13501-10,3.382462691,0.174588082
Conventional,13502-2,2.973180805,0.178458943
Conventional,13503-19,3.2847286,0.284389112
Conventional,13509-5,2.725592298,0.08443387
Conventional,13510-7,3.209042752,0.086123718
Conventional,13511-29,2.769055625,0.086132994
Conventional,13512-28,2.863638781,0.081974852
Conventional,13513-174,2.541459776,0.111011935
Conventional,13514-121,2.870705924,0.093123916
Conventional,13515-8,2.83982724,0.094581164
Conventional,13516-46,2.779496429,0.098923123
Conventional,13517-3,2.523571977,0.1647007
Conventional,13518-5,3.313433942,0.221279131
Conventional,13519-112,2.731825054,0.107743288
Conventional,13522-20,2.873744342,0.191768843
Conventional,13524-25,2.600471323,0.103255881
Conventional,13525-17,3.381681539,0.084118728
Conventional,13526-5,2.619238099,0.099602007
Conventional,13529-39,2.962010689,0.069700573
Conventional,13530-5,2.741691485,0.15816971
Conventional,13532-25,2.683407756,0.114718461
Conventional,13534-20,3.328007579,0.271574323
Conventional,13535-2,2.78154082,0.124257501
Conventional,13536-56,2.449361804,0.084367682
Conventional,13539-131,3.03905484,0.069031666
Conventional,13540-1,3.275989484,0.09045716
Conventional,13541-1,2.941713445,0.117771974
Conventional,13544-9,3.745210435,0.290556384
Conventional,13545-97,2.699758372,0.163700174
Conventional,13547-5,3.272166391,0.207379092
Conventional,13548-53,2.76222256,0.116023353
Conventional,13549-15,2.878019954,0.087945734
Conventional,13552-7,3.181376714,0.088709219
Conventional,13553-4,2.725074664,0.1532116
Conventional,13554-78,2.859234499,0.113583946
Conventional,13556-28,3.093358322,0.078026174
Conventional,13557-3,2.828672509,0.098795682
Conventional,13561-5,3.258788321,0.115734535
Conventional,13563-259,2.902967317,0.164304471
Conventional,13565-2,3.035526423,0.136886353
Conventional,13566-2,2.475094426,0.214080873
Conventional,13567-1,3.164015333,0.373326488
Conventional,13568-30,2.744889802,0.128316756
Conventional,13570-43,2.549775111,0.113381639
Conventional,13572-43,3.426321807,0.166805249
Conventional,13573-5,3.39214728,0.105858101
Conventional,13574-50,2.678826484,0.137125875
Conventional,13575-40,3.705619321,0.072510935
Conventional,13577-25,2.939489263,0.186339767
Conventional,13578-98,2.335846164,0.210378853
Conventional,13580-2,2.575308482,0.087550548
Conventional,13583-19,3.224693882,0.142776744
Conventional,13587-10,2.940890831,0.261383962
Conventional,13588-11,2.207631027,0.270054634
Conventional,13589-10,3.134245097,0.170226885
Conventional,13590-1,3.099249593,0.133627412
Conventional,13591-31,2.620923419,0.159605017
Conventional,13594-158,3.914181804,0.166606177
Conventional,13595-20,3.034675129,0.134061038
Conventional,13596-3,3.275183484,0.129124998
Conventional,13597-20,2.812345321,0.218589826
Conventional,13599-15,2.885678508,0.104407939
Conventional,13602-6,2.890878702,0.21271252
Conventional,13603-7,3.096718024,0.120673
Conventional,13604-27,3.119311434,0.065681241
Conventional,13605-16,3.347387779,0.10602325
Conventional,13609-11,2.394904693,0.099540612
Conventional,13610-9,3.753013557,0.114162347
Conventional,13612-7,2.255500505,0.136092974
Conventional,13613-23,2.44158054,0.148260773
Conventional,13614-6,3.608460782,0.10083262
Conventional,13615-60,3.866918964,0.275424224
Conventional,13618-15,3.077495465,0.104354182
Conventional,13620-10,2.596666943,0.133774583
Conventional,13621-31,3.999088675,0.140842697
Conventional,13622-16,4.076399544,0.164065194
Conventional,13623-4,2.976474767,0.083324164
Conventional,13624-17,2.670915627,0.176166742
Conventional,13625-19,2.618434283,0.11832774
Conventional,13628-58,2.838835012,0.063315361
Conventional,13629-25,3.288467448,0.368868317
Conventional,13631-1,2.997268356,0.104255199
Conventional,13632-10,3.65884744,0.209919954
Conventional,13634-209,3.02850078,0.110901427
Conventional,13636-20,4.110373133,0.243584065
Conventional,13639-101,2.646544094,0.105097193
Conventional,13642-90,2.588227313,0.16919309
Conventional,13644-30,3.302717881,0.172146933
Conventional,13645-14,2.990439956,0.089404958
Conventional,13650-11,3.253665067,0.109466376
Conventional,13651-54,2.561715185,0.253806337
Conventional,13652-2,3.029332583,0.067214607
Conventional,13653-335,3.125154644,0.104589104
Conventional,13654-1,2.833889268,0.216431771
Conventional,13655-34,2.644278278,0.155666082
Conventional,13657-2,2.900034745,0.201805242
Conventional,13658-31,2.909725863,0.231819815
Conventional,13659-36,4.435210161,0.246467068
Conventional,13665-35,2.841048546,0.084084362
Conventional,13666-222,3.096322551,0.113161454
Conventional,13669-6,3.84861476,0.162045196
Conventional,13671-40,4.631447015,0.197169084
Conventional,13672-3,3.237017683,0.077556703
Conventional,13676-46,3.977692881,0.163373273
Conventional,13680-3,2.562653528,0.104091516
Conventional,13681-173,2.838351469,0.076137813
Conventional,13682-47,3.64249141,0.110614314
Conventional,13686-2,3.135057691,0.175649733
Conventional,13688-2,2.573720413,0.147692252
Conventional,13689-2,3.187309727,0.077382314
Conventional,13691-10,3.436968383,0.124292637
Conventional,13692-154,2.779550653,0.160441345
Conventional,13694-24,2.402525122,0.154612023
Conventional,13697-51,3.355828947,0.265414584
Conventional,13698-28,2.908953645,0.091740557
Conventional,13700-10,4.037926924,0.166194295
Conventional,13704-5,2.487453982,0.140635918
Conventional,13711-10,2.868764551,0.086751782
Conventional,13713-164,2.756352585,0.180916294
Conventional,13717-15,4.292280899,0.136414055
Conventional,13719-19,3.249250612,0.180649849
Conventional,13720-95,3.34246589,0.150899271
Conventional,13724-27,3.589948235,0.213279798
Conventional,13726-4,2.412468655,0.165340062
Conventional,13727-44,2.764455813,0.157682788
Conventional,13728-19,3.100401291,0.185792842
Conventional,13729-26,2.680543456,0.133239533
Conventional,13733-5,2.493149426,0.163982543
Conventional,13735-1,2.785312131,0.129282179
Conventional,13738-8,3.008382105,0.136732331
Conventional,13740-51,3.384681062,0.110186985
Conventional,13743-56,2.817463939,0.117558977
Conventional,13744-37,3.685759656,0.146149091
Conventional,13745-10,2.555772739,0.088521584
Conventional,13748-4,2.442261259,0.135690456
Conventional,13926-1,3.215865793,0.078430742
Conventional,13929-27,2.71459469,0.153841317
Conventional,13930-3,2.929983713,0.164058812
Conventional,13931-22,3.463411794,0.222889171
Conventional,13932-45,3.289061198,0.087340692
Conventional,13933-276,3.545231048,0.151939737
Conventional,13934-3,2.816075389,0.150493635
Conventional,13936-24,2.587322065,0.089507209
Conventional,13937-75,3.307576162,0.145309592
Conventional,13939-14,2.744973787,0.125426649
Conventional,13940-19,3.384102056,0.305191377
Conventional,13941-82,3.222733878,0.073034604
Conventional,13942-140,2.821051031,0.077187754
Conventional,13943-38,3.639518858,0.128041183
Conventional,13944-3,2.784276181,0.228096157
Conventional,13946-8,3.194488323,0.07856668
Conventional,13947-371,3.100150367,0.097248427
Conventional,13948-50,2.795922095,0.176340318
